age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	ipa_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
o						s18	f		0			OW	2		OKAY		631.1	1762.3	3073.7	330.4	206.5	1901.2	18.846	18.824	18.924	0.1	ow	ow	stop	velar	voiceless		one_fol_syll				K	initial	1		OW2 K EY1		494.6	1800.1	679.3	1736.5	685.2	1635.9	597.9	1556.3	503.6	1472.6	5
o						s18	f		0			EY	1		OKAY		599.2	2320.9	2808.4	127.4	554.7	470.8	19.053	19.014	19.184	0.17	eyF	ejF				velar				K		final	3		OW2 K EY1		553.6	2415.9	587.0	2259.3	541.0	2362.6	501.1	2470.0	436.8	2510.4	5
o						s18	f		0			AY	1		I'M	ORIGINALLY	829.2	1360.4	1668.7	310.6	120.2	624.9	64.833	64.791	64.881	0.09	ay	aj	nasal	labial	voiced				m		M	initial	1		AY1 M	ER0 IH1 JH N AH0 L IY0	481.0	1718.3	678.0	1717.4	874.0	1394.5	851.6	1371.9	924.3	1434.2	6
o						s18	f		0			ER	0	I'M	ORIGINALLY	FROM	601.1	1382.2	1888.9	222.9	197.6	235.3	64.984	64.941	65.071	0.13	*hr	ə˞					two_fol_syl			M	IH1	initial	1	AY1 M	ER0 IH1 JH N AH0 L IY0	F ER0 M	533.6	1297.6	606.5	1398.9	510.4	1229.2	428.4	1206.0	447.0	1393.3	6
o						s18	f		0			IH	1	I'M	ORIGINALLY	FROM	493.9	1818.5	2236.1	92.1	180.0	243.2	65.091	65.071	65.131	0.06	i	ɪ	affricate	palatal	voiced	liquid	complex_two_syl			ER0	JH	internal	2	AY1 M	ER0 IH1 JH N AH0 L IY0	F ER0 M	482.8	1752.3	484.6	1762.4	496.8	1903.2	460.3	1975.7	457.0	1977.6	5
o						s18	f		0			IY	0	I'M	ORIGINALLY	FROM	570.5	2026.8	3175.4	183.5	133.6	254.2	65.311	65.291	65.351	0.06	iyF	iF				liquid				L	F	final	7	AY1 M	ER0 IH1 JH N AH0 L IY0	F ER0 M	584.0	1893.3	582.9	1912.1	532.4	2199.7	458.0	2363.4	455.0	2363.7	5
o						s18	f		0			AH	1	FROM	COLUMBUS		770.0	1370.1	2570.4	282.2	150.8	3559.8	65.751	65.731	65.791	0.06	uh	ʌ	nasal	labial	voiced	liquid	complex_one_syl			L	M	internal	4	F ER0 M	K AH0 L AH1 M B AH0 S		760.8	1341.1	762.3	1346.1	777.7	1396.7	713.3	1403.6	704.9	1404.7	5
o						s18	f		0			AH	0	FROM	COLUMBUS		525.4	1688.2	3023.8	132.0	181.9	865.8	65.884	65.861	65.931	0.07	@	ə	fricative	apical	voiceless	oral_labial				B	S	internal	7	F ER0 M	K AH0 L AH1 M B AH0 S		500.6	1612.4	512.4	1641.9	521.5	1759.4	489.6	1824.3	460.8	1852.6	5
o						s18	f		0			AY	1		I'M	AN	924.8	1539.5	3209.2	345.6	206.5	203.1	67.891	67.866	67.936	0.07	ay	aj	nasal	labial	voiced				m		M	initial	1		AY1 M	AH0 N	707.7	1631.1	989.6	1576.5	904.6	1539.6	736.7	1440.9	663.2	1435.6	5
o						s18	f		0			EH	1	AN	EVENT	COORDINATOR	609.6	1972.7	2895.4	129.8	371.0	1732.2	68.156	68.126	68.216	0.09	e	ɛ	nasal	apical	voiced	oral_labial	complex_coda			V	N	internal	3	AH0 N	IH0 V EH1 N T	K OW0 AO1 R D AH0 N EY2 T ER0	536.8	1884.9	580.8	1935.9	660.3	2043.1	652.5	1996.0	640.1	1966.5	5
o						s18	f		0			EY	2	EVENT	COORDINATOR	FOR	560.1	2508.7	2886.3	236.4	214.7	264.8	68.601	68.556	68.646	0.09	ey	ej	stop	apical	voiceless	nasal_apical	one_fol_syll			N	T	internal	8	IH0 V EH1 N T	K OW0 AO1 R D AH0 N EY2 T ER0	F ER0	499.1	2347.7	530.7	2467.2	560.1	2508.7	565.2	2464.5	578.9	2453.6	6
o						s18	f		0			ER	0	EVENT	COORDINATOR	FOR	602.5	1717.1	1977.2	304.1	153.2	298.1	68.723	68.676	68.816	0.14	*hr	ə˞				oral_apical				T	F	final	10	IH0 V EH1 N T	K OW0 AO1 R D AH0 N EY2 T ER0	F ER0	625.5	1941.5	602.6	1749.5	608.0	1612.1	540.3	1568.1	407.5	1502.4	6
o						s18	f		0			ER	0	COORDINATOR	FOR		443.3	1262.9	1812.1	99.7	114.1	279.9	69.043	68.986	69.156	0.17	*hr	ə˞				oral_labial				F		final	2	K OW0 AO1 R D AH0 N EY2 T ER0	F ER0		417.9	1226.2	447.1	1256.7	413.5	1287.5	390.1	1315.2	397.4	1275.1	6
o						s18	f		0			IH	1		WHICH	IS	484.3	1516.5	2446.5	106.0	77.2	346.3	70.387	70.37	70.42	0.05	i	ɪ	affricate	palatal	voiceless	w/y				W	CH	internal	2		W IH1 CH	IH1 Z	480.6	1429.6	480.6	1429.6	478.6	1670.5	428.4	1881.7	428.4	1881.7	5
o						s18	f		0			EY	1	EXCELLENT	CATERER		500.7	2540.9	2955.2	83.9	297.6	283.7	71.781	71.744	71.824	0.08	ey	ej	stop	apical	voiceless	velar	two_fol_syl			K	T	internal	2	EH1 K S AH0 L AH0 N T	K EY1 T ER0 ER0		414.0	2627.8	407.5	2612.8	500.1	2533.4	488.9	1391.3	490.5	992.2	6
o						s18	f		0			ER	0	EXCELLENT	CATERER		484.7	1708.7	2235.2	138.8	195.8	578.2	71.874	71.854	71.914	0.06	*hr	ə˞				oral_apical	one_fol_syll			T	ER0	internal	4	EH1 K S AH0 L AH0 N T	K EY1 T ER0 ER0		477.5	1750.8	478.7	1742.4	487.0	1662.9	474.8	1552.5	473.9	1548.4	5
o						s18	f		0			ER	0	EXCELLENT	CATERER		495.8	1507.1	1751.6	174.1	251.2	246.8	71.944	71.914	72.004	0.09	*hr	ə˞				liquid				ER0		final	5	EH1 K S AH0 L AH0 N T	K EY1 T ER0 ER0		500.1	1509.0	499.5	1500.4	479.3	1548.4	474.8	1470.9	457.6	1496.0	6
o						s18	f		0			ER	1	IN	GERMAN	VILLAGE	467.0	1772.4	2778.0	147.7	382.6	1773.3	72.395	72.378	72.428	0.05	*hr	ə˞	nasal	labial	voiced	palatal	one_fol_syll			JH	M	internal	2	IH0 N	JH ER1 M AH0 N	V IH1 L IH0 JH	441.9	1772.3	441.9	1772.3	502.4	1783.7	515.4	1499.4	515.4	1499.4	5
o						s18	f		0			IH	1	GERMAN	VILLAGE		557.4	1703.5	2960.5	150.1	146.9	1065.2	72.618	72.598	72.658	0.06	i	ɪ	lateral	apical	voiced	oral_labial	one_fol_syll			V	L	internal	2	JH ER1 M AH0 N	V IH1 L IH0 JH		524.0	1705.0	529.1	1706.2	598.5	1685.9	637.2	1644.5	638.3	1641.0	5
o						s18	f		0			IH	0	GERMAN	VILLAGE		585.4	1853.1	3194.6	336.0	272.7	1282.8	72.755	72.718	72.828	0.11	i	ɪ	affricate	palatal	voiced	liquid				L	JH	internal	4	JH ER1 M AH0 N	V IH1 L IH0 JH		657.2	1561.0	614.0	1789.9	543.2	2030.3	499.3	2310.5	451.4	2425.5	5
o						s18	f		0			AY	1		I'M		996.2	1555.5	3059.0	362.6	416.4	1748.4	75.669	75.577	75.887	0.31	ay	aj	nasal	labial	voiced						M	initial	1		AY1 M		807.9	1233.9	989.3	1476.3	819.8	1816.1	766.3	2202.6	615.5	2336.2	6
o						s18	f		0			IY	1	FORTY	THREE	YEARS	404.7	2344.6	2676.8	127.6	105.7	684.6	77.225	77.202	77.272	0.07	iyF	iF				obstruent_liquid				R	Y	final	3	F AO1 R T IY0	TH R IY1	Y IH1 R Z	417.8	2211.7	412.7	2269.9	391.6	2459.8	378.3	2547.4	376.0	2566.4	4
o						s18	f		0			OW	1	YEARS	OLD	I'VE	499.0	1539.6	2712.2	78.4	222.2	500.1	77.51	77.492	77.582	0.09	ow	ow	lateral	apical	voiced		complex_coda			Z	L	initial	1	Y IH1 R Z	OW1 L D	AY1 V	476.9	1553.7	525.2	1489.6	533.4	1279.2	523.8	1152.1	522.0	1076.5	5
o						s18	f		0			AY	1	OLD	I'VE	JUST	700.1	1712.6	2752.7	189.6	219.1	307.4	77.732	77.702	77.762	0.06	ay	aj	fricative	labiodental	voiced				m	D	V	initial	1	OW1 L D	AY1 V	JH IH0 S T	474.1	1680.3	543.7	1686.2	668.6	1704.6	697.9	1735.9	658.4	1741.5	5
o						s18	f		0			EH	1	BEEN	MARRIED	UH	498.7	2352.0	2881.8	171.9	339.7	1377.1	78.179	78.152	78.232	0.08	e	ɛ	central	apical	voiced	nasal_labial	one_fol_syll			M	R	internal	2	B IH0 N	M EH1 R IY0 D	AH1	489.2	2210.9	494.5	2336.7	509.1	2293.9	526.8	2242.5	530.8	2172.1	4
o						s18	f		0			IY	0	BEEN	MARRIED	UH	476.0	2441.7	2726.7	153.6	145.6	1056.1	78.345	78.302	78.432	0.13	iy	i	stop	apical	voiced	liquid				R	D	internal	4	B IH0 N	M EH1 R IY0 D	AH1	517.8	2180.6	482.6	2407.1	460.2	2522.7	450.3	2620.4	436.2	2650.8	4
o						s18	f		0			AH	1	MARRIED	UH		906.5	1631.3	2897.3	268.9	134.6	396.2	78.615	78.522	78.802	0.28	uh	ʌ								D		coextensive	1	M EH1 R IY0 D	AH1		674.7	1318.6	906.7	1641.8	944.4	1591.6	964.9	1575.9	921.2	1556.7	6
o						s18	f		0			IY	1		THREE	YEARS	405.9	2065.2	2418.9	110.1	170.6	387.6	79.311	79.291	79.352	0.061	iyF	iF				obstruent_liquid				R	Y	final	3		TH R IY1	Y IH1 R Z	416.8	1951.5	415.1	1965.9	391.3	2279.0	372.8	2530.2	370.3	2554.9	4
o						s18	f		0			IH	1	THREE	YEARS		480.1	2611.4	2997.4	121.8	188.2	281.2	79.451	79.421	79.511	0.09	iyr	ir	central	apical	voiced	w/y	complex_coda			Y	R	internal	2	TH R IY1	Y IH1 R Z		458.3	2695.3	472.3	2652.7	471.7	2193.5	464.1	790.1	487.0	899.6	6
o						s18	f		0			OW	1	HAVE	NO	CHILDREN	446.3	2068.2	3002.1	235.4	397.7	522.4	80.166	80.151	80.251	0.1	owF	owF				nasal_apical				N	CH	final	2	HH AE1 V	N OW1	CH IH1 L D R AH0 N	430.0	2075.1	474.3	2070.9	470.3	1927.3	468.5	1860.1	465.8	2003.4	4
o						s18	f		0			AH	0	NO	CHILDREN		552.3	1764.5	2508.3	262.1	291.8	314.6	80.628	80.602	80.681	0.079	@	ə	nasal	apical	voiced	obstruent_liquid				R	N	internal	6	N OW1	CH IH1 L D R AH0 N		538.4	1736.7	551.9	1750.2	502.8	1814.6	401.1	1901.1	387.4	1931.9	5
o						s18	f		0			AH	1		UH		982.3	1527.1	3351.1	318.4	173.5	349.0	81.638	81.501	81.911	0.41	uh	ʌ										coextensive	1		AH1		995.5	1542.5	982.3	1525.9	972.6	1546.8	957.4	1503.6	880.8	1488.5	5
o						s18	f		0			AY	1		I'VE	LIVED	990.5	1685.4	2942.8	369.9	251.1	590.0	82.012	81.999	82.07	0.071	ay	aj	fricative	labiodental	voiced				s		V	initial	1		AY1 V	L IH1 V D	556.2	1501.9	781.4	1567.3	965.7	1795.9	845.7	1959.1	775.9	1976.1	5
o						s18	f		0			OW	1	COLUMBUS	MOST	OF	551.0	1570.6	2853.1	115.5	103.5	1024.4	82.83	82.82	82.879	0.059	ow	ow	fricative	apical	voiceless	nasal_labial	complex_coda			M	S	internal	2	K AH0 L AH1 M B AH0 S	M OW1 S T	AH0 V	551.0	1570.6	551.0	1570.6	553.7	1638.5	526.0	1728.8	524.1	1728.9	5
o						s18	f		0			AY	1	OF	MY	LIFE	839.9	1545.8	3311.7	352.8	170.6	357.3	83.114	83.07	83.159	0.089	ay	aj				nasal_labial			s	M	L	final	2	AH0 V	M AY1	L AY1 F	409.6	1556.0	627.3	1306.7	802.3	1436.5	831.4	1633.9	759.6	1648.3	4
o						s18	f		0			AY	1	MY	LIFE		962.7	1463.9	3240.3	302.2	204.5	221.2	83.256	83.21	83.34	0.13	ay0	aj0	fricative	labiodental	voiceless	liquid				L	F	internal	2	M AY1	L AY1 F		582.7	1436.8	894.1	1314.1	954.6	1528.2	853.9	1859.5	762.2	2059.0	5
o						s18	f		0			AO	2		ALTHOUGH	I	774.5	1608.8	2569.9	449.7	802.9	1040.5	83.417	83.4	83.45	0.05	oh	ɔ	lateral	apical	voiced		complex_one_syl				L	initial	1		AO2 L DH OW1	AY1	776.5	1654.0	776.5	1654.0	788.7	1526.0	824.2	1426.6	824.2	1426.6	6
o						s18	f		0			OW	1		ALTHOUGH	I	658.9	1551.4	3308.4	256.8	181.5	229.5	83.565	83.54	83.639	0.099	owF	owF				oral_apical				DH	AY1	final	4		AO2 L DH OW1	AY1	583.6	1511.7	666.8	1556.2	735.2	1563.9	756.9	1459.4	766.0	1366.3	4
o						s18	f		0			AY	1	ALTHOUGH	I	HAVE	787.8	1585.9	3067.4	255.4	200.5	342.5	83.667	83.639	83.73	0.091	ay	aj								OW1	HH	coextensive	1	AO2 L DH OW1	AY1	HH AE1 V	765.9	1366.8	773.7	1383.0	783.7	1650.4	736.7	1917.5	592.4	2091.3	4
o						s18	f		0			AE	1	I	HAVE		894.5	1965.8	2857.5	428.7	398.7	333.4	83.803	83.74	83.93	0.19	ae	æ	fricative	labiodental	voiced					HH	V	internal	2	AY1	HH AE1 V		720.5	2132.3	927.1	2035.3	896.2	1719.0	757.1	932.8	819.0	1690.3	6
o						s18	f		0			AY	1		I	WENT	856.2	1451.4	3007.0	339.9	233.9	369.2	84.104	84.079	84.169	0.09	ay	aj							m		W	coextensive	1		AY1	W EH1 N T	1007.2	1863.5	1154.2	1813.9	786.1	1367.1	826.8	1258.1	853.8	1428.4	6
o						s18	f		0			AE	1	IN	ATLANTA		554.0	2315.0	3194.9	332.7	188.6	551.7	84.909	84.859	85.01	0.151	ae	æ	nasal	apical	voiced	obstruent_liquid	one_fol_syll			L	N	internal	4	IH0 N	AH0 T L AE1 N AH0		1526.8	3450.9	2312.6	nan	1459.9	3709.8	381.3	2702.5	328.1	2504.9	4
o						s18	f		0			AH	0	IN	ATLANTA		691.5	1766.5	2187.7	502.8	137.1	3501.5	85.086	85.059	85.139	0.08	@	ə				nasal_apical				N		final	6	IH0 N	AH0 T L AE1 N AH0		613.2	1774.7	662.8	1775.2	742.9	1680.2	762.6	1675.3	743.8	1644.2	5
o						s18	f		0			IH	1	ALSO	LIVED	IN	509.6	1675.9	3101.6	97.0	99.5	1617.5	86.098	86.081	86.131	0.05	i	ɪ	fricative	labiodental	voiced	liquid	complex_coda			L	V	internal	2	AO1 L S OW0	L IH1 V D	IH0 N	504.1	1640.5	504.1	1640.5	504.9	1724.1	476.2	1757.7	476.2	1757.7	5
o						s18	f		0			AO	0	IN	ORLANDO	FLORIDA	574.2	1409.0	2228.5	495.3	166.4	1139.2	86.314	86.291	86.361	0.07	owr	owr	central	apical	voiced		two_fol_syl			N	R	initial	1	IH0 N	AO0 R L AE1 N D OW0	F L AO1 R AH0 D AH0	469.0	1519.0	511.3	1475.5	666.8	1296.7	569.8	1112.9	591.8	1112.1	6
o						s18	f		0			AE	1	IN	ORLANDO	FLORIDA	592.5	2038.9	3274.3	425.8	221.7	324.8	86.508	86.481	86.561	0.08	ae	æ	nasal	apical	voiced	liquid	complex_one_syl			L	N	internal	4	IH0 N	AO0 R L AE1 N D OW0	F L AO1 R AH0 D AH0	630.6	1785.1	618.3	1936.9	521.8	2231.6	468.3	2323.0	476.8	2278.8	5
o						s18	f		0			OW	0	IN	ORLANDO	FLORIDA	538.6	1779.2	2697.8	143.1	149.1	383.6	86.642	86.631	86.701	0.07	owF	owF				oral_apical				D	F	final	7	IH0 N	AO0 R L AE1 N D OW0	F L AO1 R AH0 D AH0	538.6	1779.2	543.8	1749.7	530.0	1595.8	484.6	1433.7	467.3	1386.6	5
