age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	ipa_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
o						s20	f		0			OW	2		OKAY		804.7	1693.6	2707.1	168.7	292.3	471.2	11.276	11.257	11.347	0.09	ow	ow	stop	velar	voiceless		one_fol_syll				K	initial	1		OW2 K EY1		721.5	1782.7	861.6	1638.7	862.8	1644.2	837.0	1670.8	815.1	1693.1	6
o						s20	f		0			EY	1		OKAY		797.6	1986.1	3139.2	197.6	119.8	481.5	11.502	11.477	11.777	0.3	eyF	ejF				velar				K		final	3		OW2 K EY1		773.3	1927.7	748.3	1907.4	735.1	1922.2	644.1	1953.8	694.1	2267.1	5
o						s20	f		0			OW	2		OKAY		706.5	1533.1	2266.0	144.8	350.9	503.4	25.383	25.33	25.48	0.15	ow	ow	stop	velar	voiceless		one_fol_syll				K	initial	1		OW2 K EY1		835.8	1785.3	671.3	1408.7	749.0	1502.9	768.8	1522.4	694.6	1459.2	5
o						s20	f		0			EY	1		OKAY		834.0	1905.4	2725.3	60.2	56.8	159.6	25.724	25.62	26.14	0.52	eyF	ejF				velar				K		final	3		OW2 K EY1		815.5	1893.8	745.5	909.2	749.3	841.9	660.0	983.0	647.6	967.6	6
o						s20	f		0			UH	1		GOOD		657.5	1741.2	2676.0	68.9	132.5	215.5	26.447	26.38	26.58	0.2	u	ʊ	stop	apical	voiced	velar				G	D	internal	2		G UH1 D		566.4	1861.1	649.9	1757.7	717.5	1895.1	713.4	1934.1	750.6	1837.4	4
o						s20	f		0			AA	1		AH		936.6	2391.1	nan	393.9	1637.6	nan	57.89	57.723	58.223	0.5	o	ɑ										coextensive	1		AA1		1046.0	2210.3	903.4	2378.7	979.6	1744.5	938.0	2983.7	830.9	2616.0	4
o						s20	f		0			AO	2		ALTHOUGH	JANET	861.4	1272.9	3771.8	111.8	199.8	293.3	84.014	83.957	84.127	0.17	oh	ɔ	lateral	apical	voiced		complex_one_syl				L	initial	1		AO2 L DH OW1	JH AE1 N IH0 T	901.5	1317.5	861.5	1276.1	931.9	1213.1	980.6	1089.9	858.7	1002.7	4
o						s20	f		0			OW	1		ALTHOUGH	JANET	644.4	1642.8	2992.2	122.7	116.3	283.4	84.298	84.257	84.457	0.2	owF	owF				oral_apical				DH	JH	final	4		AO2 L DH OW1	JH AE1 N IH0 T	592.5	1655.9	692.8	1638.6	694.6	1634.5	637.9	1587.1	449.2	1676.9	4
o						s20	f		0			AE	1	ALTHOUGH	JANET	YOU	530.1	2270.9	2665.1	154.4	335.3	318.4	84.67	84.607	84.797	0.19	ae	æ	nasal	apical	voiced	palatal	one_fol_syll			JH	N	internal	2	AO2 L DH OW1	JH AE1 N IH0 T	Y UW1	422.4	2180.8	507.1	2255.0	638.3	2289.4	700.8	2134.7	828.4	1920.9	5
o						s20	f		0			IH	0	ALTHOUGH	JANET	YOU	631.7	1914.8	2871.5	138.9	80.4	1288.1	84.854	84.827	84.907	0.08	i	ɪ	stop	apical	voiceless	nasal_apical				N	T	internal	4	AO2 L DH OW1	JH AE1 N IH0 T	Y UW1	641.6	1809.6	639.7	1873.5	603.2	1971.6	549.2	1992.4	530.0	2010.4	5
o						s20	f		0			AH	1	YOU	JUST	SAID	482.2	1847.4	2770.6	112.6	106.1	244.1	85.21	85.187	85.257	0.07	uh	ʌ	fricative	apical	voiceless	palatal	complex_coda			JH	S	internal	2	Y UW1	JH AH1 S T	S EH1 D	416.1	1956.9	444.8	1904.2	547.7	1773.4	603.9	1722.3	593.7	1706.8	5
o						s20	f		0			EH	1	JUST	SAID	YESTERDAY	603.2	1785.7	2950.4	105.5	84.7	271.2	85.484	85.447	85.557	0.11	e	ɛ	stop	apical	voiced	oral_apical				S	D	internal	2	JH AH1 S T	S EH1 D	Y EH1 S T ER0 D EY2	480.2	1743.8	580.8	1776.5	662.2	1797.0	666.9	1871.3	561.1	1928.9	5
o						s20	f		0			EH	1	SAID	YESTERDAY	THAT	636.4	1970.8	2997.0	69.1	177.8	92.8	85.737	85.697	85.817	0.12	e	ɛ	fricative	apical	voiceless	w/y	complex_two_syl			Y	S	internal	2	S EH1 D	Y EH1 S T ER0 D EY2	DH AH0 T	503.0	2115.7	608.7	1999.6	686.8	1852.0	719.4	1766.8	739.0	1705.3	5
o						s20	f		0			ER	0	SAID	YESTERDAY	THAT	462.1	1723.8	2328.5	116.2	312.4	198.3	86.0	85.977	86.047	0.07	*hr	ə˞	stop	apical	voiced	oral_apical	one_fol_syll			T	D	internal	5	S EH1 D	Y EH1 S T ER0 D EY2	DH AH0 T	592.0	1834.5	433.3	1717.9	457.0	1748.2	409.9	1798.3	395.6	1826.5	5
o						s20	f		0			EY	2	SAID	YESTERDAY	THAT	671.0	1870.0	2759.3	101.1	187.1	151.6	86.238	86.127	86.437	0.31	eyF	ejF				oral_apical				D	DH	final	7	S EH1 D	Y EH1 S T ER0 D EY2	DH AH0 T	619.2	1915.7	667.9	1865.2	644.6	1936.5	567.5	2047.2	460.4	2161.5	5
o						s20	f		0			AH	0	YESTERDAY	THAT		565.7	1842.2	3002.5	106.0	122.2	149.4	86.534	86.497	86.607	0.11	@	ə	stop	apical	voiceless	oral_apical				DH	T	internal	2	Y EH1 S T ER0 D EY2	DH AH0 T		412.5	1796.8	541.5	1843.0	598.0	1807.2	579.2	1793.7	497.7	1775.5	5
o						s20	f		0			IY	1		PEOPLE	ARE	391.8	2448.2	3510.4	157.8	175.1	1166.1	87.213	87.176	87.286	0.11	iy	i	stop	labial	voiceless	oral_labial	one_fol_syll			P	P	internal	2		P IY1 P AH0 L	AA1 R	695.0	2702.5	382.4	2388.3	378.5	2532.6	364.1	2473.5	356.6	2389.5	4
o						s20	f		0			AA	1	PEOPLE	ARE	SO	544.1	976.1	1627.4	98.6	23.6	1416.9	87.483	87.456	87.536	0.08	ahr	ar	central	apical	voiced					L	R	initial	1	P IY1 P AH0 L	AA1 R	S OW1	535.1	930.6	542.4	960.1	543.7	977.4	556.0	963.4	567.8	977.1	6
o						s20	f		0			OW	1	ARE	SO	OVERWEIGHT	565.9	1450.0	2889.8	94.6	165.2	1109.4	87.798	87.766	87.896	0.13	owF	owF				oral_apical				S	OW2	final	2	AA1 R	S OW1	OW2 V ER0 W EY1 T	504.9	1577.0	578.1	1360.2	591.3	1099.5	540.3	944.1	494.1	901.2	5
o						s20	f		0			OW	2	SO	OVERWEIGHT	IN	555.0	958.5	2838.1	118.3	27.3	43.7	87.923	87.896	88.006	0.11	ow	ow	fricative	labiodental	voiced		two_fol_syl			OW1	V	initial	1	S OW1	OW2 V ER0 W EY1 T	IH0 N	530.9	938.2	561.7	962.0	584.0	960.5	587.8	970.8	563.4	977.5	6
o						s20	f		0			ER	0	SO	OVERWEIGHT	IN	495.7	1091.2	1757.7	118.1	125.8	678.1	88.113	88.086	88.166	0.08	*hr	ə˞		labial	voiced	oral_labial	one_fol_syll			V	W	internal	3	S OW1	OW2 V ER0 W EY1 T	IH0 N	465.8	1086.1	481.5	1087.6	514.3	1096.3	531.6	1023.4	523.3	988.7	6
o						s20	f		0			EY	1	SO	OVERWEIGHT	IN	616.7	1708.3	2581.6	54.7	89.8	219.5	88.302	88.276	88.426	0.15	ey	ej	stop	apical	voiceless	w/y				W	T	internal	5	S OW1	OW2 V ER0 W EY1 T	IH0 N	608.8	1512.0	597.6	1939.5	486.7	2253.1	420.5	2367.4	360.2	2255.8	5
o						s20	f		0			IH	0	OVERWEIGHT	IN	COLUMBUS	470.8	1955.5	2829.1	64.3	85.3	271.8	88.493	88.466	88.546	0.08	i	ɪ	nasal	apical	voiced					T	N	initial	1	OW2 V ER0 W EY1 T	IH0 N	K AH0 L AH1 M B AH0 S	431.6	1977.8	458.3	1961.9	490.2	1955.8	475.7	1934.3	447.8	1897.2	5
o						s20	f		0			AH	1	IN	COLUMBUS	BECAUSE	785.2	1270.9	3535.5	158.8	143.9	176.5	88.896	88.866	88.956	0.09	uh	ʌ	nasal	labial	voiced	liquid	complex_one_syl			L	M	internal	4	IH0 N	K AH0 L AH1 M B AH0 S	B IH0 K AH1 Z	726.8	1149.3	769.1	1237.6	811.6	1328.5	817.0	1350.5	784.7	1304.4	4
o						s20	f		0			AH	0	IN	COLUMBUS	BECAUSE	577.5	1460.8	2948.5	81.0	154.9	186.0	89.079	89.056	89.126	0.07	@	ə	fricative	apical	voiceless	oral_labial				B	S	internal	7	IH0 N	K AH0 L AH1 M B AH0 S	B IH0 K AH1 Z	548.1	1451.1	566.0	1437.7	567.6	1516.3	476.5	1537.3	444.3	1536.4	5
o						s20	f		0			IH	0	COLUMBUS	BECAUSE	THERE'S	431.6	2009.2	2688.4	114.9	81.0	222.9	89.316	89.296	89.356	0.06	i	ɪ	stop	velar	voiceless	oral_labial	one_fol_syll			B	K	internal	2	K AH0 L AH1 M B AH0 S	B IH0 K AH1 Z	DH EH1 R Z	408.9	1967.8	413.4	1974.7	436.1	1663.7	400.6	1119.6	397.4	1078.2	6
o						s20	f		0			AH	1	COLUMBUS	BECAUSE	THERE'S	633.0	1662.8	2394.2	204.0	199.8	515.9	89.513	89.476	89.586	0.11	uh	ʌ	fricative	apical	voiced	velar				K	Z	internal	4	K AH0 L AH1 M B AH0 S	B IH0 K AH1 Z	DH EH1 R Z	834.2	1675.4	653.3	1658.7	610.1	1651.3	521.8	1111.4	423.3	1001.0	6
o						s20	f		0			AA	1	THERE'S	NOT	VERY	773.6	1506.6	2679.4	133.0	110.3	2619.3	89.963	89.926	90.036	0.11	o	ɑ	stop	apical	voiceless	nasal_apical				N	T	internal	2	DH EH1 R Z	N AA1 T	V EH1 R IY0	645.6	1627.2	762.8	1543.0	792.9	1434.0	796.9	1425.9	760.1	1459.8	5
o						s20	f		0			EH	1	NOT	VERY	MUCH	456.6	1750.5	2115.5	66.4	181.4	231.8	90.206	90.186	90.246	0.06	e	ɛ	central	apical	voiced	oral_labial	one_fol_syll			V	R	internal	2	N AA1 T	V EH1 R IY0	M AH1 CH	420.6	1752.5	425.3	1750.5	501.2	1763.6	572.9	1714.3	576.6	1707.5	5
o						s20	f		0			IY	0	NOT	VERY	MUCH	573.8	2130.6	2586.0	216.6	146.2	1005.7	90.363	90.336	90.416	0.08	iyF	iF				liquid				R	M	final	4	N AA1 T	V EH1 R IY0	M AH1 CH	612.2	1982.3	587.8	2057.4	552.6	2216.9	514.8	2126.8	500.3	2044.6	4
o						s20	f		0			AH	1	VERY	MUCH	TO	804.7	1475.8	2955.4	163.4	230.8	105.7	90.559	90.526	90.626	0.1	uh	ʌ	affricate	palatal	voiceless	nasal_labial				M	CH	internal	2	V EH1 R IY0	M AH1 CH	T AH0	715.3	1349.5	788.5	1443.0	827.7	1571.2	770.3	1651.5	673.5	1744.3	5
o						s20	f		0			AH	0	MUCH	TO	DO	582.0	2037.6	3070.2	124.3	164.5	128.1	90.903	90.886	90.936	0.05	@	ə				oral_apical				T	D	final	2	M AH1 CH	T AH0	D UW1	823.4	2197.7	823.4	2197.7	354.4	1883.9	361.2	1906.8	361.2	1906.8	5
o						s20	f		0			UW	1	TO	DO	THAT	353.4	1887.5	2818.5	113.4	194.6	310.2	91.053	91.046	91.376	0.33	Tuw	Tu				oral_apical				D	DH	final	2	T AH0	D UW1	DH AH0 T	452.4	1874.0	476.7	1845.7	496.6	1732.3	478.2	1475.8	431.4	1303.4	5
o						s20	f		0			AH	0	DO	THAT		531.7	1704.7	2826.9	71.3	72.9	81.3	91.469	91.436	91.536	0.1	@	ə	stop	apical	voiceless	oral_apical				DH	T	internal	2	D UW1	DH AH0 T		419.1	1633.1	512.8	1685.3	566.9	1764.9	566.7	1811.1	525.8	1829.6	5
o						s20	f		0			AE	1		ACTUALLY		818.4	1802.9	2855.4	55.2	174.9	160.1	92.276	92.223	92.383	0.16	ae	æ	stop	velar	voiceless		complex_two_syl				K	initial	1		AE1 K SH AH0 L IY0		832.3	1743.1	819.6	1806.6	829.8	1770.9	835.4	1733.3	783.6	1888.0	4
o						s20	f		0			AH	0		ACTUALLY		523.5	1481.4	2738.3	226.1	294.0	506.3	92.6	92.573	92.653	0.08	@	ə	lateral	apical	voiced	palatal	one_fol_syll			SH	L	internal	4		AE1 K SH AH0 L IY0		1157.1	2120.8	623.4	1727.9	555.7	1293.2	554.0	1104.7	546.4	1053.0	5
o						s20	f		0			IY	0		ACTUALLY		512.6	2078.2	2846.2	95.6	242.3	137.8	92.79	92.743	92.883	0.14	iyF	iF				liquid				L		final	6		AE1 K SH AH0 L IY0		603.3	1080.8	535.7	2038.5	434.7	1699.5	347.8	1380.4	328.5	1319.4	6
o						s20	f		0			EY	1		THEY		620.1	1934.4	3091.2	132.0	104.5	807.8	93.286	93.26	93.43	0.17	eyF	ejF				oral_apical				DH		final	2		DH EY1		611.6	1895.9	563.7	2187.8	448.9	2495.7	401.4	2582.0	440.9	2531.1	4
o						s20	f		0			AH	1		UH		752.3	1735.0	2822.8	45.6	126.3	141.4	93.513	93.48	93.58	0.1	uh	ʌ										coextensive	1		AH1		691.3	2033.1	748.5	1789.3	771.9	1636.1	791.0	1558.0	792.8	1506.1	4
o						s20	f		0			AH	1		WHAT	THEY	677.0	1171.3	1926.3	271.3	138.9	3291.3	93.787	93.77	93.82	0.05	uh	ʌ	stop	apical	voiceless	w/y				W	T	internal	3		HH W AH1 T	DH EY1	675.5	1129.9	675.5	1129.9	683.7	1281.3	657.9	1428.6	657.9	1428.6	6
o						s20	f		0			EY	1	WHAT	THEY		671.5	2016.5	2822.5	156.4	130.4	258.0	93.936	93.9	94.0	0.1	eyF	ejF				oral_apical				DH		final	2	HH W AH1 T	DH EY1		558.3	1901.4	659.5	1994.7	646.3	2085.7	485.7	1187.0	415.9	999.1	6
o						s20	f		0			UW	1		DO	IS	425.6	1992.8	2623.1	51.0	169.1	233.3	94.155	94.148	94.268	0.12	Tuw	Tu				oral_apical				D	IH0	final	2		D UW1	IH0 Z	425.6	1992.8	419.1	1810.4	406.4	1367.5	397.8	1075.2	405.9	1048.1	5
o						s20	f		0			IH	0	DO	IS	THEY	461.6	1310.9	2452.9	113.5	217.1	236.6	94.291	94.268	94.338	0.07	i	ɪ	fricative	apical	voiced					UW1	Z	initial	1	D UW1	IH0 Z	DH EY1	445.3	1221.1	452.2	1250.0	465.6	1501.8	417.3	1723.9	398.2	1729.9	5
o						s20	f		0			EY	1	IS	THEY	EAT	590.9	2024.8	2786.4	67.4	184.6	490.4	94.518	94.478	94.598	0.12	eyF	ejF				oral_apical				DH	IY1	final	2	IH0 Z	DH EY1	IY1 T	514.5	1793.7	589.3	1994.9	565.7	2151.8	497.2	2284.7	451.3	2511.0	5
o						s20	f		0			IY	1	THEY	EAT		355.6	2716.8	3599.8	99.7	31.8	622.3	94.728	94.598	94.988	0.39	iy	i	stop	apical	voiceless					EY1	T	initial	1	DH EY1	IY1 T		360.4	2686.7	355.0	2717.8	358.8	2722.8	358.9	2746.3	326.8	2792.7	4
o						s20	f		0			AW	1		OUT		959.2	1931.1	3801.2	124.8	225.1	736.2	95.193	95.184	95.514	0.33	aw	aw	stop	apical	voiceless						T	initial	1		AW1 T		919.9	1962.0	919.4	1889.2	937.8	1605.1	896.0	1310.4	791.3	1050.3	4
o						s20	f		0			AO	1		ALL	THE	796.7	1098.8	3102.0	75.1	89.4	214.6	95.687	95.634	95.794	0.16	oh	ɔ	lateral	apical	voiced						L	initial	1		AO1 L	DH AH0	771.4	1188.1	796.9	1102.8	779.0	1069.4	741.0	1087.7	718.1	1028.0	5
o						s20	f		0			AY	1	THE	TIME	WE	921.1	1795.5	2733.6	442.4	504.7	209.4	96.034	96.044	96.094	0.05	ay	aj	nasal	labial	voiced	oral_apical			m	T	M	internal	2	DH AH0	T AY1 M	W IY1	922.9	1828.9	918.8	1770.0	881.1	1716.0	779.1	1414.1	743.4	1299.9	6
o						s20	f		0			IY	1	TIME	WE		344.2	2628.6	3155.0	105.6	64.5	1651.2	96.244	96.194	96.344	0.15	iyF	iF				w/y				W		final	2	T AY1 M	W IY1		353.6	2006.8	347.3	2612.7	328.4	2620.4	316.1	2624.7	306.8	2612.3	4
o						s20	f		0			IH	0		IT'S	THE	419.6	2349.7	3653.5	166.0	69.3	1096.8	96.667	96.63	96.74	0.11	i	ɪ	stop	apical	voiceless		complex_coda				T	initial	1		IH0 T S	DH IY0	377.2	2139.9	400.9	2309.5	479.3	2297.3	561.4	2089.2	544.8	1893.0	4
o						s20	f		0			IY	0	IT'S	THE	RESTAURANTS	397.0	2279.8	3447.1	478.6	180.3	2657.2	96.93	96.9	96.99	0.09	iyF	iF				oral_apical				DH	R	final	2	IH0 T S	DH IY0	R EH1 S T R AA2 N T S	393.8	2059.6	392.2	2222.4	405.1	2305.0	396.5	2241.9	409.3	2187.9	4
o						s20	f		0			EH	1	THE	RESTAURANTS	I	671.4	1902.9	3709.9	108.9	217.1	852.9	97.127	97.09	97.2	0.11	e	ɛ	fricative	apical	voiceless	liquid	complex_one_syl			R	S	internal	2	DH IY0	R EH1 S T R AA2 N T S	AY1	615.2	1831.8	649.6	1899.7	737.7	1896.9	744.8	1833.6	702.1	1756.0	4
o						s20	f		0			AA	2	THE	RESTAURANTS	I	817.5	1264.3	3235.2	71.2	113.0	246.2	97.523	97.44	97.69	0.25	o	ɑ	nasal	apical	voiced	obstruent_liquid	complex_coda			R	N	internal	6	DH IY0	R EH1 S T R AA2 N T S	AY1	779.2	1305.5	817.0	1265.1	822.4	1267.3	837.6	1355.1	775.3	1434.6	5
o						s20	f		0			AY	1	RESTAURANTS	I	KNOW	841.7	1423.4	2767.6	42.0	205.7	450.7	97.969	97.87	98.07	0.2	ay	aj							m	S	N	coextensive	1	R EH1 S T R AA2 N T S	AY1	N OW1	533.5	1190.9	704.6	1239.9	822.8	1369.9	853.5	1216.5	644.4	1429.0	6
o						s20	f		0			OW	1	I	KNOW	IT	721.2	1791.4	2745.0	51.2	256.5	92.4	98.176	98.14	98.36	0.22	owF	owF				nasal_apical				N	IH0	final	2	AY1	N OW1	IH0 T	695.6	1847.3	768.1	1490.0	760.9	1298.3	706.0	1246.7	718.4	1305.0	5
o						s20	f		0			IH	0	KNOW	IT	THEY'RE	736.4	1536.4	2815.2	84.4	123.9	112.6	98.4	98.36	98.48	0.12	i	ɪ	stop	apical	voiceless					OW1	T	initial	1	N OW1	IH0 T	DH EH1 R	715.3	1430.9	730.0	1514.0	735.2	1594.9	693.1	1672.7	587.8	1698.6	5
o						s20	f		0			EH	1	IT	THEY'RE	INCREDIBLE	545.5	1734.0	2510.0	128.5	142.2	450.4	98.607	98.59	98.64	0.05	e	ɛ	central	apical	voiced	oral_apical				DH	R	internal	2	IH0 T	DH EH1 R	IH0 N K R EH1 D AH0 B AH0 L	524.8	1745.2	524.8	1745.2	578.7	1685.2	595.9	1569.1	595.9	1569.1	5
o						s20	f		0			EH	1	THEY'RE	INCREDIBLE		713.6	1766.8	3101.7	127.1	261.3	1420.7	98.927	98.9	98.98	0.08	e	ɛ	stop	apical	voiced	obstruent_liquid	two_fol_syl			R	D	internal	5	DH EH1 R	IH0 N K R EH1 D AH0 B AH0 L		708.1	1772.2	709.9	1762.2	727.5	1753.1	744.3	1655.1	742.5	1625.7	4
