age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	ipa_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
y						s04	f		0			EY	1		OKAY		781.8	1993.9	2830.8	258.8	223.5	120.2	13.297	13.262	13.352	0.09	eyF	ejF				velar				K		final	3		OW2 K EY1		758.6	2022.8	763.2	1997.7	657.0	1774.0	512.3	1897.9	277.4	1565.2	6
y						s04	f		0			OW	1		OH	REALLY	714.2	1341.4	3284.3	414.2	221.2	540.9	37.481	37.456	37.596	0.14	owF	owF									R	coextensive	1		OW1	R IH1 L IY0	758.9	1394.3	677.9	1246.3	536.3	1080.8	511.8	1012.6	490.8	954.9	5
y						s04	f		0			IH	1	OH	REALLY		573.2	1426.7	2084.4	208.8	347.8	316.4	37.696	37.676	37.736	0.06	i	ɪ	lateral	apical	voiced	liquid	one_fol_syll			R	L	internal	2	OW1	R IH1 L IY0		551.8	1403.3	554.3	1406.9	596.6	1436.7	588.0	1415.6	586.5	1414.5	6
y						s04	f		0			IY	0	OH	REALLY		368.3	1920.7	3176.0	221.2	230.5	342.7	37.873	37.856	37.906	0.05	iyF	iF				liquid				L		final	4	OW1	R IH1 L IY0		362.0	1908.0	362.0	1908.0	336.1	2010.5	317.8	2074.1	317.8	2074.1	5
y						s04	f		0			OW	2		OKAY	WELL	569.5	1206.2	2424.5	264.0	143.6	293.0	53.178	53.161	53.251	0.09	ow	ow	stop	velar	voiceless		one_fol_syll				K	initial	1		OW2 K EY1	W EH1 L	590.5	1217.9	502.4	1157.9	392.4	964.0	338.9	1001.3	323.3	1093.7	6
y						s04	f		0			EY	1		OKAY	WELL	786.8	2130.1	2769.0	500.3	311.3	274.5	53.363	53.351	53.541	0.19	eyF	ejF				velar				K	W	final	3		OW2 K EY1	W EH1 L	734.6	2168.5	481.7	1205.4	636.5	805.7	562.8	1189.8	557.8	1496.6	6
y						s04	f		0			EH	1	OKAY	WELL		617.1	1082.0	2632.6	108.0	171.1	399.3	53.681	53.641	53.761	0.12	e	ɛ	lateral	apical	voiced	w/y				W	L	internal	2	OW2 K EY1	W EH1 L		555.5	972.2	607.2	1079.6	659.6	1137.0	691.7	1231.2	701.5	1213.0	6
y						s04	f		0			EY	1	ME	RACHEL	AND	601.3	1695.4	1997.5	126.9	181.3	198.9	55.227	55.215	55.295	0.08	ey	ej	affricate	palatal	voiceless	liquid	one_fol_syll			R	CH	internal	2	M IY1	R EY1 CH AH0 L	AH0 N D	601.3	1695.4	592.3	1796.6	538.1	2105.3	445.8	2271.8	408.2	2312.3	6
y						s04	f		0			AH	0	ME	RACHEL	AND	462.6	1539.9	2709.1	199.4	230.0	160.8	55.438	55.415	55.485	0.07	@	ə	lateral	apical	voiced	palatal				CH	L	internal	4	M IY1	R EY1 CH AH0 L	AH0 N D	706.3	1872.3	550.9	1714.0	549.6	1427.2	560.7	1258.9	555.7	1223.8	6
y						s04	f		0			AH	0	RACHEL	AND		609.6	1249.0	2637.5	506.4	491.6	1294.0	55.632	55.605	55.685	0.08	@	ə	nasal	apical	voiced		complex_coda			L	N	initial	1	R EY1 CH AH0 L	AH0 N D		506.5	1093.7	568.2	1175.5	713.4	1476.0	550.0	1349.2	484.1	1034.4	6
y						s04	f		0			IY	0	I'M	TWENTY		495.6	2771.5	4034.1	214.3	461.9	471.1	56.517	56.494	56.564	0.07	iyF	iF				nasal_apical				N		final	5	AH0 M	T W EH1 N IY0		518.1	2496.1	512.0	2650.3	464.1	2902.0	404.2	2756.4	381.2	2711.5	3
y						s04	f		0			AY	1		I'VE	GOT	928.6	1688.2	2606.2	301.3	399.3	204.2	57.721	57.717	57.787	0.07	ay	aj	fricative	labiodental	voiced				m		V	initial	1		AY1 V	G AA1 T	1265.7	2194.1	968.4	1742.7	865.6	1637.5	792.9	1660.3	711.0	1637.8	5
y						s04	f		0			AA	1	I'VE	GOT	A	699.6	1685.5	2538.2	213.1	347.8	407.4	57.937	57.907	57.997	0.09	o	ɑ	stop	apical	voiceless	velar				G	T	internal	2	AY1 V	G AA1 T	AH0	618.5	1810.0	696.8	1739.9	737.5	1671.6	786.7	1317.8	797.9	1455.5	6
y						s04	f		0			AH	0	GOT	A	TWO	658.2	1882.5	2952.1	115.9	177.7	626.3	58.057	58.027	58.117	0.09	@	ə								T	T	coextensive	1	G AA1 T	AH0	T UW1	626.1	1800.8	655.8	1868.9	632.2	1899.6	541.1	1907.2	471.0	1891.1	5
y						s04	f		0			OW	1	YEAR	OLD	SON	619.5	1147.5	2145.1	178.6	245.7	140.2	58.484	58.477	58.547	0.07	ow	ow	lateral	apical	voiced		complex_coda			R	L	initial	1	Y IH1 R	OW1 L D	S AH1 N	619.5	1147.5	618.1	1149.3	607.1	1144.9	569.3	1063.7	560.0	1038.8	5
y						s04	f		0			AH	1	OLD	SON		752.8	1573.5	3282.0	191.8	190.7	236.2	58.817	58.757	58.937	0.18	uh	ʌ	nasal	apical	voiced	oral_apical				S	N	internal	2	OW1 L D	S AH1 N		670.5	1436.1	751.4	1568.7	754.5	1626.0	742.7	1658.1	707.9	1674.4	5
y						s04	f		0			IY	1		HE'S	JUST	554.5	2146.1	3070.8	431.6	240.9	323.3	59.743	59.72	59.79	0.07	iy	i	fricative	apical	voiced					HH	Z	internal	2		HH IY1 Z	JH AH1 S T	541.2	2124.7	537.2	2138.7	618.9	2119.9	602.8	1924.4	575.0	1879.2	5
y						s04	f		0			AH	1	HE'S	JUST	HAD	523.1	1751.1	2959.0	75.5	185.8	157.0	59.977	59.95	60.03	0.08	uh	ʌ	fricative	apical	voiceless	palatal	complex_coda			JH	S	internal	2	HH IY1 Z	JH AH1 S T	HH AE1 D	531.3	1818.9	510.8	1758.8	528.7	1721.6	529.8	1631.3	501.8	1589.3	5
y						s04	f		0			AE	1	JUST	HAD	HIS	948.5	1748.2	2850.9	581.1	284.8	668.6	60.257	60.23	60.31	0.08	ae	æ	stop	apical	voiced					HH	D	internal	2	JH AH1 S T	HH AE1 D	HH IH0 Z	935.5	1779.1	904.6	1733.5	952.8	1778.8	748.4	1554.3	729.3	1535.4	6
y						s04	f		0			ER	1	HIS	BIRTHDAY		546.7	1271.4	1664.1	166.2	216.0	137.4	60.57	60.53	60.65	0.12	*hr	ə˞	fricative	interdental	voiceless	oral_labial	complex_one_syl			B	TH	internal	2	HH IH0 Z	B ER1 TH D EY2		656.3	1463.6	545.1	1256.0	529.2	1291.2	501.9	1316.6	472.1	1469.8	5
y						s04	f		0			EY	2	HIS	BIRTHDAY		718.0	2151.9	2918.9	142.4	285.5	105.9	60.891	60.81	61.0	0.19	eyF	ejF				oral_apical				D		final	5	HH IH0 Z	B ER1 TH D EY2		676.6	2028.4	701.0	2114.0	703.5	2172.6	623.5	2271.6	391.1	1962.2	6
y						s04	f		0			AH	1		UM	THE	766.2	1533.2	3317.7	192.9	280.6	637.7	62.003	61.94	62.13	0.19	uh	ʌ	nasal	labial	voiced						M	initial	1		AH1 M	DH AH0	771.6	1565.5	773.4	1537.1	708.4	1518.9	689.5	1473.6	639.5	1276.9	5
y						s04	f		0			ER	1	THE	THIRTY	FIRST	577.3	1463.8	2143.5	88.2	301.9	308.7	62.39	62.36	62.45	0.09	*hr	ə˞	stop	apical	voiced	oral_apical	one_fol_syll			TH	D	internal	2	DH AH0	TH ER1 D IY0	F ER1 S T	542.6	1492.6	577.5	1443.4	559.2	1479.2	525.9	1458.0	509.8	1507.9	5
y						s04	f		0			ER	1	THIRTY	FIRST		563.0	1329.8	1708.8	102.2	116.4	130.6	62.643	62.6	62.73	0.13	*hr	ə˞	fricative	apical	voiceless	oral_labial	complex_coda			F	S	internal	2	TH ER1 D IY0	F ER1 S T		579.3	1290.0	567.6	1310.4	517.7	1372.3	511.9	1471.9	498.6	1625.1	5
y						s04	f		0			OW	1		SO		400.8	1588.8	2658.8	216.2	237.1	952.2	63.702	63.685	64.025	0.34	owF	owF				oral_apical				S		final	2		S OW1		654.9	1542.5	631.5	1452.5	592.3	1293.5	526.6	969.4	457.4	970.1	6
