age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	ipa_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
y						s40	m		0			AO	2		ALRIGHT		430.0	1347.3	2279.3	291.5	316.2	865.7	9.097	9.064	9.164	0.1	oh	ɔ	lateral	apical	voiced		one_fol_syll				L	initial	1		AO2 L R AY1 T		517.8	1518.0	381.3	1348.7	544.4	1293.1	616.7	1167.3	627.7	1080.6	6
y						s40	m		0			AY	1		ALRIGHT		580.5	1579.8	2102.5	86.2	370.3	287.0	9.359	9.294	9.424	0.13	ay0	aj0	stop	apical	voiceless	liquid			m	R	T	internal	4		AO2 L R AY1 T		505.3	1268.1	520.9	1381.1	570.1	1513.1	587.6	1583.7	593.6	1636.3	6
y						s40	m		0			AH	1		UM		551.4	1358.5	2683.1	103.8	91.4	170.8	65.667	65.564	65.874	0.31	uh	ʌ	nasal	labial	voiced						M	initial	1		AH1 M		565.4	1361.8	552.1	1359.6	567.1	1367.3	579.2	1281.1	570.7	1192.3	5
y						s40	m		0			AY	1	WE'LL	I'VE		644.3	1281.8	2672.0	156.9	135.8	255.6	66.76	66.68	66.94	0.26	ay	aj	fricative	labiodental	voiced				s	L	V	initial	1	W IH1 L	AY1 V		615.5	1312.4	642.5	1283.5	576.1	1254.7	544.2	1367.3	493.9	1441.8	5
y						s40	m		0			IH	1		LIVED	IN	418.9	1472.6	2734.6	142.6	149.8	120.1	67.589	67.566	67.636	0.07	i	ɪ	fricative	labiodental	voiced	liquid	complex_coda			L	V	internal	2		L IH1 V D	IH0 N	415.0	1378.0	419.9	1426.6	416.2	1525.7	394.1	1522.1	378.7	1474.7	6
y						s40	m		0			AH	1	IN	COLUMBUS	ALL	502.0	960.2	2562.7	240.4	233.3	815.4	67.976	67.956	68.016	0.06	uh	ʌ	nasal	labial	voiced	liquid	complex_one_syl			L	M	internal	4	IH0 N	K AH0 L AH1 M B AH0 S	AO1 L	507.2	952.2	506.2	959.3	548.2	920.5	537.9	1115.5	543.6	1188.3	5
y						s40	m		0			AO	1	COLUMBUS	ALL	MY	490.2	1156.9	2604.9	116.4	339.2	169.6	68.253	68.226	68.306	0.08	oh	ɔ	lateral	apical	voiced					S	L	initial	1	K AH0 L AH1 M B AH0 S	AO1 L	M AY1	687.9	1640.3	471.6	1266.6	530.9	1106.7	555.7	1068.0	551.9	1038.0	6
y						s40	m		0			AY	1	ALL	MY	LIFE	696.7	1362.5	2594.9	257.4	227.5	274.5	68.436	68.386	68.486	0.1	ay	aj				nasal_labial			m	M	L	final	2	AO1 L	M AY1	L AY1 F	249.7	988.2	455.9	726.6	654.9	1208.6	692.3	1394.2	652.7	1389.9	6
y						s40	m		0			AY	1	MY	LIFE		565.8	1349.6	2615.5	90.8	118.7	92.0	68.609	68.546	68.726	0.18	ay0	aj0	fricative	labiodental	voiceless	liquid				L	F	internal	2	M AY1	L AY1 F		541.7	1154.8	555.0	1253.4	555.3	1403.6	526.0	1536.2	439.2	1653.0	6
y						s40	m		0			ER	0		NEVER		393.4	1565.9	1647.9	124.3	107.2	954.7	69.564	69.501	69.691	0.19	*hr	ə˞				oral_labial				V		final	4		N EH1 V ER0		361.0	1381.0	391.4	1561.2	392.7	1586.8	371.1	1539.8	340.4	1373.8	5
y						s40	m		0			AE	1		CAN'T	SAY	488.7	2090.7	2709.7	128.7	122.9	567.5	70.505	70.488	70.538	0.05	ae	æ	nasal	apical	voiced	velar	complex_coda			K	N	internal	2		K AE1 N T	S EY1	461.9	2089.9	461.9	2089.9	525.2	2082.7	561.6	2002.3	561.6	2002.3	6
y						s40	m		0			EY	1	CAN'T	SAY	I	492.3	1739.2	2469.0	44.9	74.8	131.0	70.703	70.668	70.738	0.07	eyF	ejF				oral_apical				S	AY1	final	2	K AE1 N T	S EY1	AY1	391.8	1719.6	437.0	1703.6	492.3	1739.2	516.3	1800.0	523.4	1808.5	6
y						s40	m		0			ER	0	I	EVER	REALLY	381.5	1562.7	3035.0	218.4	205.1	731.0	70.875	70.838	70.948	0.11	*hr	ə˞				oral_labial				V	R	final	3	AY1	EH1 V ER0	R IH1 L IY0	378.5	1620.7	376.3	1569.1	413.8	1542.9	416.1	1551.8	418.3	1555.0	4
y						s40	m		0			IH	1	EVER	REALLY	LEAVE	446.8	1566.4	1948.3	68.8	97.8	52.5	71.011	70.988	71.058	0.07	i	ɪ	lateral	apical	voiced	liquid	one_fol_syll			R	L	internal	2	EH1 V ER0	R IH1 L IY0	L IY1 V	428.7	1512.3	437.9	1542.2	459.7	1572.8	470.0	1540.6	469.4	1531.9	6
y						s40	m		0			IY	0	EVER	REALLY	LEAVE	385.1	1777.5	2511.8	116.7	80.8	199.3	71.141	71.118	71.188	0.07	iyF	iF				liquid				L	L	final	4	EH1 V ER0	R IH1 L IY0	L IY1 V	401.3	1696.7	393.1	1734.8	359.1	1492.2	332.1	1212.2	333.3	1333.3	6
y						s40	m		0			IY	1	REALLY	LEAVE	TOO	369.2	2075.6	2793.6	68.5	177.2	431.2	71.308	71.278	71.368	0.09	iy	i	fricative	labiodental	voiced	liquid				L	V	internal	2	R IH1 L IY0	L IY1 V	T UW1	376.9	1902.2	372.3	2042.3	363.9	2140.8	364.1	2134.1	364.6	2083.7	4
y						s40	m		0			UW	1	LEAVE	TOO	OFTEN	368.5	1574.1	2327.1	149.2	152.6	232.0	71.545	71.538	71.628	0.09	Tuw	Tu				oral_apical				T	AO1	final	2	L IY1 V	T UW1	AO1 F T AH0 N	368.5	1574.1	398.3	1448.7	409.8	1310.0	438.5	1207.3	469.1	1185.4	6
y						s40	m		0			AO	1	TOO	OFTEN		532.3	1111.7	2512.8	99.8	114.0	193.4	71.668	71.628	71.748	0.12	oh	ɔ	fricative	labiodental	voiceless		complex_one_syl			UW1	F	initial	1	T UW1	AO1 F T AH0 N		515.6	1167.3	529.4	1121.1	544.3	1110.0	555.0	1106.5	549.3	1132.4	6
y						s40	m		0			AH	0	TOO	OFTEN		380.0	1569.3	2403.8	103.6	120.6	397.0	71.921	71.898	71.968	0.07	@	ə	nasal	apical	voiced	oral_apical				T	N	internal	4	T UW1	AO1 F T AH0 N		368.9	1605.9	372.7	1576.3	368.9	1579.0	350.5	1557.7	338.7	1547.5	5
y						s40	m		0			AH	1		UM		605.4	1039.7	2709.7	86.6	478.3	187.2	73.008	72.881	73.261	0.38	uh	ʌ	nasal	labial	voiced						M	initial	1		AH1 M		574.5	1302.8	604.7	1033.3	611.1	1173.6	608.9	1187.4	566.3	958.9	5
y						s40	m		0			AY	1		I	HAVE	774.6	1481.4	2350.7	121.5	179.7	393.0	74.045	74.017	74.177	0.16	ay	aj							s		HH	coextensive	1		AY1	HH AE1 V	926.4	1568.7	773.5	1492.0	736.4	1549.4	674.4	1642.2	625.5	1730.9	6
y						s40	m		0			AE	1	I	HAVE	A	546.9	1687.1	2544.6	59.5	166.1	561.0	74.271	74.188	74.438	0.25	ae	æ	fricative	labiodental	voiced					HH	V	internal	2	AY1	HH AE1 V	AH0	518.9	1695.1	545.9	1689.1	510.3	1692.0	486.5	1644.7	487.0	1596.3	5
y						s40	m		0			AH	0	HAVE	A	BROTHER	308.1	1212.6	2148.1	106.7	279.9	203.0	74.504	74.487	74.537	0.05	@	ə								V	B	coextensive	1	HH AE1 V	AH0	B R AH1 DH ER0	303.3	1215.3	303.3	1215.3	309.8	1214.0	292.6	1215.2	292.6	1215.2	5
y						s40	m		0			AH	1	A	BROTHER	SISTER	540.7	1332.1	2261.7	37.9	376.1	124.6	74.737	74.707	74.797	0.09	uh	ʌ	fricative	interdental	voiced	obstruent_liquid	one_fol_syll			R	DH	internal	3	AH0	B R AH1 DH ER0	S IH1 S T ER0	516.9	1181.4	534.4	1333.8	551.5	1330.1	551.1	1340.5	540.2	1351.3	6
y						s40	m		0			ER	0	A	BROTHER	SISTER	427.2	1621.7	2013.8	71.6	123.8	212.6	74.908	74.858	75.007	0.149	*hr	ə˞				oral_apical				DH	S	final	5	AH0	B R AH1 DH ER0	S IH1 S T ER0	472.6	1593.8	437.1	1618.5	426.4	1623.1	427.6	1621.7	420.0	1639.9	6
y						s40	m		0			IH	1	BROTHER	SISTER		409.0	1576.0	2595.2	59.1	108.7	105.4	75.184	75.147	75.257	0.11	i	ɪ	fricative	apical	voiceless	oral_apical	complex_one_syl			S	S	internal	2	B R AH1 DH ER0	S IH1 S T ER0		350.0	1603.3	410.4	1572.8	390.7	1586.1	386.6	1568.2	382.9	1574.9	6
y						s40	m		0			ER	0	BROTHER	SISTER		477.0	1653.8	2052.5	41.0	168.5	94.9	75.524	75.427	75.718	0.291	*hr	ə˞				oral_apical				T		final	5	B R AH1 DH ER0	S IH1 S T ER0		460.1	1664.8	477.5	1654.8	469.2	1644.2	470.0	1619.9	485.9	1599.2	6
y						s40	m		0			AH	1		UH		630.0	1374.7	2466.7	173.3	122.8	115.6	76.753	76.643	76.973	0.33	uh	ʌ										coextensive	1		AH1		613.1	1439.2	630.8	1375.3	620.4	1368.5	628.3	1351.3	614.5	1343.0	6
y						s40	m		0			AA	1		OBVIOUSLY	PARENTS	645.4	1300.5	3036.6	488.5	221.2	272.0	77.359	77.329	77.419	0.09	o	ɑ	stop	labial	voiced		complex_two_syl				B	initial	1		AA1 B V IY0 AH0 S L IY0	P EH1 R AH0 N T S	871.8	1494.9	651.5	1280.0	742.6	1373.7	570.3	1309.0	491.6	1324.2	5
y						s40	m		0			AH	0		OBVIOUSLY	PARENTS	349.6	1830.5	2443.1	174.5	473.0	620.6	77.526	77.509	77.559	0.05	@	ə	fricative	apical	voiceless		one_fol_syll			IY0	S	internal	5		AA1 B V IY0 AH0 S L IY0	P EH1 R AH0 N T S	378.9	1804.2	378.9	1804.2	278.7	1834.1	228.1	1890.3	228.1	1890.3	6
y						s40	m		0			EH	1	OBVIOUSLY	PARENTS	THEY'RE	581.7	1630.9	2143.0	100.8	210.0	292.6	77.862	77.839	77.909	0.07	e	ɛ	central	apical	voiced	oral_labial	one_fol_syll			P	R	internal	2	AA1 B V IY0 AH0 S L IY0	P EH1 R AH0 N T S	DH EH1 R	528.6	1454.4	571.1	1634.5	588.5	1666.9	584.5	1698.0	582.9	1699.2	6
y						s40	m		0			AH	0	OBVIOUSLY	PARENTS	THEY'RE	454.1	1667.7	1885.3	207.2	666.4	193.3	77.986	77.939	78.079	0.14	@	ə	nasal	apical	voiced	liquid	complex_coda			R	N	internal	4	AA1 B V IY0 AH0 S L IY0	P EH1 R AH0 N T S	DH EH1 R	470.5	1684.2	460.7	1698.1	408.1	1606.4	357.2	1657.7	359.6	1600.5	5
y						s40	m		0			EH	1	PARENTS	THEY'RE		445.3	1748.1	2187.5	81.1	82.4	373.5	78.406	78.289	78.639	0.35	e	ɛ	central	apical	voiced	oral_apical				DH	R	internal	2	P EH1 R AH0 N T S	DH EH1 R		486.9	1733.2	447.0	1746.0	442.4	1809.9	391.1	1845.1	406.8	1797.5	6
y						s40	m		0			AO	1		DIVORCED	I	446.0	915.2	2352.5	86.2	212.4	169.6	79.06	79.04	79.1	0.06	owr	owr	central	apical	voiced	oral_labial	complex_coda			V	R	internal	4		D IH0 V AO1 R S T	AY1	434.4	939.5	436.2	936.5	453.6	889.9	462.4	902.0	463.6	907.8	6
y						s40	m		0			AY	1	DIVORCED	I	LIVE	857.1	1965.2	2853.0	488.4	232.6	216.8	79.313	79.32	79.37	0.05	ay	aj							m	T	L	coextensive	1	D IH0 V AO1 R S T	AY1	L IH1 V	937.0	2116.4	823.1	1924.8	509.4	1477.0	520.6	1473.9	501.1	1414.6	6
y						s40	m		0			AY	1	WITH	MY	MOM	624.5	1060.4	2480.0	192.9	204.3	368.0	79.81	79.77	79.85	0.08	ay	aj				nasal_labial			m	M	M	final	2	W IH0 TH	M AY1	M AA1 M	456.5	984.9	495.8	1028.4	575.2	1041.0	660.1	1088.8	678.5	1125.4	6
y						s40	m		0			AA	1	MY	MOM		694.4	1150.8	2683.1	152.2	147.8	221.0	79.883	79.86	79.93	0.07	o	ɑ	nasal	labial	voiced	nasal_labial				M	M	internal	2	M AY1	M AA1 M		687.9	1154.5	691.0	1154.4	699.3	1138.2	691.8	1133.9	686.6	1132.8	6
y						s40	m		0			AH	1		UM	I	660.4	1330.3	2642.2	125.1	89.0	190.4	80.745	80.648	80.938	0.29	uh	ʌ	nasal	labial	voiced						M	initial	1		AH1 M	AY1	678.4	1393.5	660.9	1332.3	652.6	1304.3	653.2	1266.6	620.3	1220.0	6
y						s40	m		0			IH	1	I	LIVE	UP	460.5	1642.3	2668.7	50.7	71.3	214.7	81.215	81.148	81.348	0.2	i	ɪ	fricative	labiodental	voiced	liquid				L	V	internal	2	AY1	L IH1 V	AH1 P	455.0	1495.1	459.9	1638.2	460.1	1630.8	460.7	1572.7	462.2	1490.6	6
y						s40	m		0			AH	1	LIVE	UP	AROUND	480.8	1233.2	2469.8	133.1	328.6	238.8	81.425	81.408	81.458	0.05	uh	ʌ	stop	labial	voiceless					V	P	initial	1	L IH1 V	AH1 P	ER0 AW1 N D	464.6	1243.6	464.6	1243.6	502.2	1228.1	513.4	1210.8	513.4	1210.8	6
y						s40	m		0			ER	0	UP	AROUND	THE	472.8	1327.6	2368.8	303.1	254.9	1640.9	81.585	81.568	81.618	0.05	*hr	ə˞					one_fol_syll			P	AW1	initial	1	AH1 P	ER0 AW1 N D	DH IY0	635.7	1562.9	635.7	1562.9	492.1	1413.8	512.1	1527.7	512.1	1527.7	4
y						s40	m		0			AW	1	UP	AROUND	THE	643.2	1402.4	1978.2	171.6	186.0	124.2	81.64	81.618	81.708	0.09	aw	aw	nasal	apical	voiced	liquid	complex_coda			ER0	N	internal	2	AH1 P	ER0 AW1 N D	DH IY0	615.6	1394.0	647.1	1403.1	668.2	1354.5	667.2	1340.1	641.3	1356.4	6
y						s40	m		0			IY	0	AROUND	THE	BEECHWOLD	357.3	1986.7	2540.9	78.7	69.9	95.5	81.898	81.878	81.938	0.06	iyF	iF				oral_apical				DH	SPN	final	2	ER0 AW1 N D	DH IY0	SPN	350.8	1880.8	353.7	1910.2	357.1	2028.5	353.7	2052.2	353.1	2052.8	6
y						s40	m		0			IY	0	BEECHWOLD	AREA		431.3	1696.9	2058.0	133.2	189.0	183.6	82.425	82.388	82.498	0.11	iy	i				liquid	one_fol_syll			R	AH0	internal	3	SPN	EH1 R IY0 AH0		425.1	1643.5	425.5	1697.3	463.6	1656.8	471.7	1724.9	477.2	1768.9	6
y						s40	m		0			AH	1		UH		648.8	1348.8	2761.8	192.7	104.7	151.2	83.745	83.585	84.065	0.48	uh	ʌ										coextensive	1		AH1		644.6	1423.4	648.8	1348.8	648.3	1347.4	644.3	1313.3	583.8	1273.8	6
y						s40	m		0			IH	1		REALLY	AS	444.9	1753.4	3515.6	70.9	94.8	808.5	86.622	86.582	86.702	0.12	i	ɪ	lateral	apical	voiced	liquid	one_fol_syll			R	L	internal	2		R IH1 L IY0	EH1 Z	413.4	1702.3	439.9	1744.9	460.1	1825.1	502.8	2156.7	551.4	2303.7	3
y						s40	m		0			IY	0		REALLY	AS	452.2	1830.1	2696.6	37.0	52.1	57.1	86.859	86.802	86.972	0.17	iyF	iF				liquid				L	EH1	final	4		R IH1 L IY0	EH1 Z	470.4	1740.5	455.2	1831.0	419.2	1679.2	401.6	1269.9	410.2	1865.9	6
y						s40	m		0			EH	1	REALLY	AS		369.3	1731.6	2601.5	73.5	55.9	81.6	87.009	86.972	87.082	0.11	e	ɛ	fricative	apical	voiced					IY0	Z	initial	1	R IH1 L IY0	EH1 Z		403.9	1809.2	380.1	1748.8	344.9	1695.8	331.0	1652.8	333.0	1640.0	6
y						s40	m		0			EH	1	FAR	AS	OHIO	445.6	1570.6	2086.6	95.8	139.1	156.7	88.613	88.593	88.653	0.06	e	ɛ	fricative	apical	voiced					R	Z	initial	1	F AA1 R	EH1 Z	OW0 HH AY1 OW0	460.7	1573.3	457.2	1573.8	419.5	1555.0	379.8	1536.1	377.8	1534.8	6
y						s40	m		0			AY	1	AS	OHIO	STATE	665.7	1433.7	2776.1	121.5	331.8	345.8	88.818	88.773	88.863	0.09	ay	aj					one_fol_syll		s	HH	OW0	internal	3	EH1 Z	OW0 HH AY1 OW0	S T EY1 T	922.1	2221.4	524.5	1373.6	650.5	1375.0	663.7	1538.2	642.6	1692.5	4
y						s40	m		0			OW	0	AS	OHIO	STATE	566.3	1564.1	2597.7	70.1	196.5	671.8	88.87	88.863	88.923	0.06	owF	owF								AY1	S	final	4	EH1 Z	OW0 HH AY1 OW0	S T EY1 T	566.3	1564.1	560.8	1569.1	516.2	1608.6	478.1	1633.7	476.0	1634.9	5
