age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	ipa_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
o						s38	m		0			OW	1		NO	BIG	478.1	1373.2	2193.8	98.0	172.0	381.0	7.175	7.16	7.22	0.06	owF	owF				nasal_apical				N	B	final	2		N OW1	B IH1 G	470.7	1367.5	473.4	1369.2	495.6	1360.7	476.4	1292.2	473.4	1284.9	5
o						s38	m		0			IH	1	NO	BIG	DEAL	423.6	1435.6	2068.7	69.2	231.7	249.5	7.323	7.3	7.37	0.07	i	ɪ	stop	velar	voiced	oral_labial				B	G	internal	2	N OW1	B IH1 G	D IY1 L	413.9	1381.9	420.2	1397.9	422.4	1539.9	408.3	1788.4	397.3	1841.7	5
o						s38	m		0			IY	1	BIG	DEAL		409.5	1631.3	2216.2	80.4	342.5	268.4	7.497	7.47	7.55	0.08	iy	i	lateral	apical	voiced	oral_apical				D	L	internal	2	B IH1 G	D IY1 L		429.4	1738.6	416.1	1676.0	390.8	1564.0	433.1	1630.0	454.6	1644.4	6
o						s38	m		0			AY	1		I'M	COMFORTABLE	561.7	1281.7	2022.5	166.8	131.3	193.4	9.289	9.234	9.344	0.11	ay	aj	nasal	labial	voiced				m		M	initial	1		AY1 M	K AH1 M F ER0 T AH0 B AH0 L	408.2	1245.8	411.6	1297.0	537.9	1286.6	569.2	1263.1	548.9	1191.6	6
o						s38	m		0			AH	1	I'M	COMFORTABLE		497.3	1469.1	2024.0	54.5	177.6	204.1	9.497	9.474	9.544	0.07	uh	ʌ	nasal	labial	voiced	velar	complex_two_syl			K	M	internal	2	AY1 M	K AH1 M F ER0 T AH0 B AH0 L		482.1	1563.1	483.2	1532.6	528.0	1370.0	507.6	1228.2	491.1	1165.4	6
o						s38	m		0			AY	1		I'M	FROM	543.8	1250.0	2068.1	363.0	113.0	331.1	24.479	24.449	24.509	0.06	ay	aj	nasal	labial	voiced				m		M	initial	1		AY1 M	F R AH1 M	446.1	1303.6	437.7	1221.3	508.9	1247.5	566.7	1231.5	585.9	1196.1	6
o						s38	m		0			AH	1	I'M	FROM	COLUMBUS	533.2	1177.3	1806.9	82.5	116.1	308.7	24.706	24.689	24.739	0.05	uh	ʌ	nasal	labial	voiced	obstruent_liquid				R	M	internal	3	AY1 M	F R AH1 M	K AH0 L AH1 M B AH0 S	530.6	1182.9	530.6	1182.9	529.4	1163.0	508.1	1111.5	508.1	1111.5	6
o						s38	m		0			AH	1	FROM	COLUMBUS	OHIO	560.8	1037.9	1921.4	136.7	68.0	1737.8	24.996	24.969	25.049	0.08	uh	ʌ	nasal	labial	voiced	liquid	complex_one_syl			L	M	internal	4	F R AH1 M	K AH0 L AH1 M B AH0 S	OW0 HH AY1 OW0	524.4	969.0	544.2	1004.7	577.5	1082.3	567.2	1073.5	553.0	1044.8	6
o						s38	m		0			AH	0	FROM	COLUMBUS	OHIO	426.6	1365.7	2205.3	130.1	1017.5	486.4	25.156	25.139	25.189	0.05	@	ə	fricative	apical	voiceless	oral_labial				B	S	internal	7	F R AH1 M	K AH0 L AH1 M B AH0 S	OW0 HH AY1 OW0	424.1	1421.8	424.1	1421.8	420.0	1263.4	428.1	1361.6	428.1	1361.6	5
o						s38	m		0			OW	0	COLUMBUS	OHIO	I	491.5	1264.2	2152.5	36.1	215.3	97.1	25.301	25.279	25.389	0.11	ow	ow	fricative		voiceless		two_fol_syl			S	HH	initial	1	K AH0 L AH1 M B AH0 S	OW0 HH AY1 OW0	AY1	460.1	1257.2	499.4	1306.5	500.6	1223.4	505.7	1108.4	541.4	1098.6	6
o						s38	m		0			AY	1	COLUMBUS	OHIO	I	706.0	1380.0	2363.7	77.8	117.3	439.0	25.493	25.419	25.599	0.18	ay	aj					one_fol_syll		s	HH	OW0	internal	3	K AH0 L AH1 M B AH0 S	OW0 HH AY1 OW0	AY1	659.0	1239.7	687.5	1283.9	705.6	1385.2	676.1	1425.0	647.1	1598.4	5
o						s38	m		0			OW	0	COLUMBUS	OHIO	I	662.2	2051.6	3015.3	93.0	285.0	269.7	25.606	25.599	25.789	0.19	owF	owF								AY1	AY1	final	4	K AH0 L AH1 M B AH0 S	OW0 HH AY1 OW0	AY1	677.5	2027.1	668.2	2110.1	647.9	1934.3	536.1	2149.3	564.4	1658.8	4
o						s38	m		0			AY	1	OHIO	I	WAS	564.1	1210.9	2489.4	86.4	129.0	251.2	25.822	25.789	25.889	0.1	ay	aj							m	OW0	W	coextensive	1	OW0 HH AY1 OW0	AY1	W AH1 Z	537.8	1050.8	549.2	1122.5	563.9	1219.4	557.6	1272.5	537.2	1270.5	5
o						s38	m		0			AO	1	WAS	BORN	AND	448.3	809.9	2080.7	74.8	83.8	52.7	26.229	26.199	26.289	0.09	owr	owr	central	apical	voiced	oral_labial	complex_coda			B	R	internal	2	W AH1 Z	B AO1 R N	AH0 N D	417.0	901.5	444.4	826.2	475.8	749.5	552.2	711.3	558.6	740.2	6
o						s38	m		0			AH	0	BORN	AND	RAISED	465.3	1498.2	1939.6	125.1	129.1	385.7	26.419	26.399	26.459	0.06	@	ə	nasal	apical	voiced		complex_coda			N	N	initial	1	B AO1 R N	AH0 N D	R EY1 Z D	448.7	1476.1	450.8	1478.6	482.6	1527.1	475.1	1550.6	471.6	1553.9	6
o						s38	m		0			EY	1	AND	RAISED	IN	511.3	1514.2	1823.0	72.2	79.6	85.0	26.634	26.619	26.799	0.18	ey	ej	fricative	apical	voiced	liquid	complex_coda			R	Z	internal	2	AH0 N D	R EY1 Z D	IH0 N	509.0	1544.8	473.6	1678.4	436.0	1790.9	400.7	1847.4	366.5	1817.5	6
