age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	ipa_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
y						s28	m		0			AH	1		UM		584.5	1352.7	2713.6	189.8	241.2	1172.4	3.289	3.223	3.422	0.199	uh	ʌ	nasal	labial	voiced						M	initial	1		AH1 M		629.0	1405.7	581.6	1362.2	538.4	1176.0	485.9	1186.8	415.6	1089.8	5
y						s28	m		0			AY	1	YEAH	I	JUST	546.6	1434.2	2405.9	345.8	217.7	158.4	3.807	3.748	3.868	0.12	ay	aj							s	AE1	JH	coextensive	1	Y AE1	AY1	JH IH0 S T	483.7	1795.3	533.5	1775.3	439.8	918.4	534.7	1642.8	487.1	1672.3	6
y						s28	m		0			AY	2	JUST	REALIZED	THAT	553.4	1489.7	2647.8	55.6	195.4	168.1	4.18	4.178	4.258	0.08	ay	aj	fricative	apical	voiced	liquid	complex_coda		m	L	Z	internal	5	JH IH0 S T	R IY1 AH0 L AY2 Z D	DH AH0 T	511.9	1299.8	553.2	1493.8	494.1	1134.8	494.2	1560.4	456.6	1566.4	6
y						s28	m		0			AH	0	REALIZED	THAT	LIKE	432.6	1501.0	2658.2	82.9	191.0	62.5	4.395	4.368	4.448	0.08	@	ə	stop	apical	voiceless	oral_apical				DH	T	internal	2	R IY1 AH0 L AY2 Z D	DH AH0 T	L AY1 K	401.5	1517.4	419.3	1513.0	452.5	1481.5	437.6	1426.4	453.9	1392.7	5
y						s28	m		0			AY	1	THEN	I	THOUGHT	600.3	1516.7	2626.0	74.8	190.4	287.6	6.751	6.704	6.804	0.1	ay	aj							m	N	TH	coextensive	1	DH EH1 N	AY1	TH AO1 T	440.8	1393.7	548.1	1379.9	589.9	1517.8	578.7	1546.4	551.4	1616.1	5
y						s28	m		0			AO	1	I	THOUGHT	SO	630.8	1199.0	2489.6	56.8	136.7	995.4	6.957	6.904	7.064	0.16	oh	ɔ	stop	apical	voiceless	oral_apical				TH	T	internal	2	AY1	TH AO1 T	S OW1	459.5	1260.1	618.4	1198.5	642.3	1167.5	644.0	1205.6	653.8	1277.9	6
y						s28	m		0			OW	1	THOUGHT	SO		493.9	1329.8	2557.3	101.8	182.4	210.9	7.31	7.294	7.434	0.14	owF	owF				oral_apical				S		final	2	TH AO1 T	S OW1		476.3	1333.2	547.4	1287.6	559.9	1275.7	498.6	1267.2	483.2	1254.0	5
y						s28	m		0			AY	1	IF	LIKE	I'M	616.6	1335.4	2503.7	86.7	124.2	103.9	7.766	7.761	7.851	0.09	ay0	aj0	stop	velar	voiceless	liquid				L	K	internal	2	IH0 F	L AY1 K	AH0 M	569.7	1244.0	615.8	1342.6	605.4	1341.0	583.7	1443.3	441.8	1716.0	5
y						s28	m		0			AA	1		NOT	HAPPY	634.0	1405.6	2238.0	190.7	245.7	1117.2	8.411	8.394	8.444	0.05	o	ɑ	stop	apical	voiceless	nasal_apical				N	T	internal	2		N AA1 T	HH AE1 P IY0	632.6	1367.0	632.6	1367.0	628.9	1398.0	609.5	1262.1	609.5	1262.1	6
y						s28	m		0			AE	1	NOT	HAPPY	IN	823.9	1573.5	2601.9	394.9	169.8	99.6	8.557	8.514	8.644	0.13	ae	æ	stop	labial	voiceless		one_fol_syll			HH	P	internal	2	N AA1 T	HH AE1 P IY0	IH0 N	744.2	1574.1	806.1	1576.2	766.7	1560.3	651.0	1323.0	653.9	1503.7	6
