age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	ipa_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants
o						s24	m		0			AO	1		FORTY	NINE	285.9	801.5	2052.6	347.3	953.3	793.5	4.653	4.63	4.7	0.07	owr	owr	central	apical	voiced	oral_labial	complex_one_syl			F	R	internal	2		F AO1 R T IY0	N AY1 N	259.1	1001.8	236.9	914.7	390.9	665.8	517.6	743.2	487.4	751.2	6
o						s24	m		0			IY	0		FORTY	NINE	313.8	1703.3	3467.2	86.6	90.6	305.1	4.797	4.78	4.83	0.05	iyF	iF				oral_apical				T	N	final	5		F AO1 R T IY0	N AY1 N	321.3	1682.6	321.3	1682.6	308.0	1741.2	308.4	1786.2	308.4	1786.2	4
o						s24	m		0			AY	1	FORTY	NINE		570.0	1244.6	2044.3	297.6	135.1	360.9	4.952	4.87	5.04	0.17	ay	aj	nasal	apical	voiced	nasal_apical			s	N	N	internal	2	F AO1 R T IY0	N AY1 N		285.5	1445.9	460.7	1310.8	568.1	1244.7	543.3	1277.5	544.1	1338.8	5
o						s24	m		0			AY	1		I'VE	BEEN	605.2	1287.5	2345.9	93.7	147.6	312.6	7.916	7.852	7.982	0.13	ay	aj	fricative	labiodental	voiced				m		V	initial	1		AY1 V	B IH0 N	1086.9	2147.9	424.1	1412.3	571.1	1325.5	649.7	1230.5	656.9	1196.5	5
o						s24	m		0			IH	0	I'VE	BEEN	HERE	483.5	1639.6	2397.6	72.2	133.2	129.9	8.115	8.092	8.162	0.07	i	ɪ	nasal	apical	voiced	oral_labial				B	N	internal	2	AY1 V	B IH0 N	HH IY1 R	473.3	1609.2	481.6	1624.8	481.5	1657.7	486.6	1654.0	473.3	1640.5	5
o						s24	m		0			IY	1	BEEN	HERE	SINCE	339.7	1977.6	2484.8	104.8	177.3	748.3	8.229	8.212	8.262	0.05	iyr	ir	central	apical	voiced					HH	R	internal	2	B IH0 N	HH IY1 R	S IH1 N S	334.1	1966.3	334.1	1966.3	356.9	1955.7	411.5	1887.6	411.5	1887.6	4
o						s24	m		0			EH	1	SINCE	SEVENTY	TWO	444.2	1393.3	2391.1	89.4	121.3	123.1	8.635	8.612	8.682	0.07	e	ɛ	fricative	labiodental	voiced	oral_apical	two_fol_syl			S	V	internal	2	S IH1 N S	S EH1 V AH0 N IY0	T UW1	522.4	1511.9	415.4	1391.4	475.2	1387.9	483.8	1383.5	481.2	1380.9	5
o						s24	m		0			IY	0	SINCE	SEVENTY	TWO	402.4	1740.9	2216.6	160.8	108.2	188.8	8.792	8.772	8.832	0.06	iyF	iF				nasal_apical				N	T	final	6	S IH1 N S	S EH1 V AH0 N IY0	T UW1	428.6	1695.5	421.6	1708.6	366.4	1785.2	346.5	1375.6	344.6	1379.2	6
o						s24	m		0			UW	1	SEVENTY	TWO	ACTUALLY	268.9	1862.9	2980.0	160.3	401.2	1242.1	8.969	8.962	9.122	0.16	Tuw	Tu				oral_apical				T	AE1	final	2	S EH1 V AH0 N IY0	T UW1	AE1 K SH AH0 L IY0	305.1	1730.9	395.6	1995.0	407.1	1915.6	407.4	1884.5	414.2	1705.9	4
o						s24	m		0			AE	1	TWO	ACTUALLY		485.5	1503.0	2257.0	81.0	105.4	174.7	9.169	9.122	9.262	0.14	ae	æ	stop	velar	voiceless		complex_two_syl			UW1	K	initial	1	T UW1	AE1 K SH AH0 L IY0		444.8	1426.0	476.7	1511.3	499.0	1493.9	530.2	1523.4	634.4	1519.7	6
